id_del_producto,fecha_del_pedido,cantidad
MOB-SI-10003241,2016-06-06,5
MAT-PA-10000020,2016-06-06,3
MAT-ET-10003083,2016-06-06,5
MAT-AR-10001858,2016-06-06,6
MAT-PA-10001524,2016-06-06,3
TEC-AC-10001246,2016-06-06,10
MAT-AR-10001843,2016-06-06,2
MAT-SU-10003406,2016-06-06,4
TEC-TE-10001725,2016-06-06,1
MAT-PA-10000083,2016-06-06,3
MAT-ET-10004223,2016-06-06,6
TEC-CO-10002286,2016-06-13,2
MAT-AR-10000643,2016-06-13,2
MAT-SO-10000165,2016-06-13,10
MAT-CA-10001363,2016-06-13,3
MAT-GR-10002680,2016-06-13,9
TEC-TE-10001183,2016-06-13,3
MAT-SO-10004945,2016-06-13,2
MOB-MO-10002100,2016-06-13,3
MAT-SO-10000132,2016-06-13,2
MAT-AR-10000761,2016-06-13,5
MAT-PA-10000139,2016-06-13,6
MOB-LI-10002747,2016-06-13,3
MAT-SO-10000096,2016-06-13,2
TEC-AC-10004395,2016-06-13,2
MAT-CA-10001808,2016-06-13,2
TEC-CO-10002730,2016-06-13,2
MAT-SU-10001457,2016-06-13,10
MAT-SU-10000351,2016-06-13,1
MAT-PA-10001802,2016-06-13,3
MOB-LI-10000642,2016-06-13,3
MAT-CA-10004046,2016-06-13,3
MAT-AL-10003544,2016-06-13,2
MOB-MO-10001623,2016-06-13,4
TEC-TE-10000236,2016-06-13,3
TEC-AC-10002182,2016-06-13,3
TEC-AC-10001202,2016-06-13,5
MAT-AL-10002814,2016-06-13,3
MAT-SO-10000727,2016-06-13,1
TEC-AC-10002143,2016-06-13,2
MOB-MO-10004358,2016-06-13,6
MAT-SU-10001351,2016-06-13,2
TEC-AC-10001680,2016-06-13,3
TEC-AC-10002277,2016-06-13,5
MAT-GR-10003584,2016-06-13,2
TEC-AC-10004281,2016-06-20,7
MAT-AL-10004135,2016-06-20,3
MOB-ME-10003808,2016-06-20,2
MAT-AL-10002676,2016-06-20,1
MOB-SI-10001354,2016-06-20,2
MAT-SO-10000900,2016-06-20,4
MAT-ET-10004911,2016-06-20,3
TEC-TE-10000708,2016-06-20,4
MAT-SO-10004158,2016-06-20,1
TEC-CO-10003925,2016-06-20,7
MAT-AR-10004786,2016-06-20,1
MAT-GR-10001828,2016-06-20,7
MAT-CA-10003188,2016-06-20,2
MAT-AR-10002543,2016-06-20,3
MAT-CA-10004559,2016-06-20,9
MAT-SO-10004758,2016-06-20,1
MAT-PA-10003747,2016-06-20,4
MAT-SO-10003439,2016-06-20,14
MAT-SU-10002824,2016-06-20,1
MAT-ET-10004339,2016-06-20,5
MOB-LI-10004718,2016-06-20,1
MAT-AR-10004700,2016-06-20,2
TEC-MÁ-10001282,2016-06-20,6
MAT-CA-10001444,2016-06-20,6
MAT-SO-10003921,2016-06-20,1
MOB-ME-10001077,2016-06-20,2
MOB-ME-10004381,2016-06-20,6
MOB-MO-10004936,2016-06-20,1
MAT-AL-10002100,2016-06-20,3
MAT-AR-10004785,2016-06-20,1
MAT-AR-10001663,2016-06-20,5
TEC-TE-10002629,2016-06-20,9
MOB-ME-10000216,2016-06-20,4
MOB-SI-10003090,2016-06-20,1
MAT-AR-10002897,2016-06-20,2
MAT-CA-10002687,2016-06-20,1
TEC-TE-10004149,2016-06-20,3
MOB-SI-10002518,2016-06-20,6
MOB-MO-10002179,2016-06-20,4
TEC-CO-10000904,2016-06-20,2
MAT-AL-10004320,2016-06-20,3
MAT-AR-10004017,2016-06-20,3
MAT-CA-10002495,2016-06-20,3
MAT-SU-10001499,2016-06-20,3
MAT-CA-10000917,2016-06-20,2
MOB-LI-10003574,2016-06-20,2
MAT-SU-10004354,2016-06-20,2
MOB-LI-10000159,2016-06-20,2
MAT-SU-10000999,2016-06-20,3
MOB-LI-10002270,2016-06-20,2
MOB-ME-10001571,2016-06-20,5
MAT-AL-10000890,2016-06-20,2
MOB-ME-10002060,2016-06-20,2
MAT-SU-10002747,2016-06-20,6
MOB-SI-10003000,2016-06-20,1
MAT-CA-10001211,2016-06-20,3
MAT-GR-10004173,2016-06-20,3
MOB-SI-10004970,2016-06-20,6
TEC-TE-10003165,2016-06-20,4
MAT-ET-10001360,2016-06-27,4
MOB-LI-10002530,2016-06-27,2
MAT-AL-10001369,2016-06-27,2
MAT-GR-10003284,2016-06-27,2
MAT-SO-10004468,2016-06-27,5
MAT-SO-10001144,2016-06-27,4
MAT-PA-10000020,2016-06-27,5
TEC-AC-10003789,2016-06-27,1
MAT-CA-10004672,2016-06-27,6
MAT-AL-10002606,2016-06-27,2
MOB-MO-10002504,2016-06-27,2
MAT-PA-10001712,2016-06-27,5
TEC-AC-10002545,2016-06-27,4
MOB-SI-10001417,2016-06-27,2
MAT-SU-10001828,2016-06-27,2
MAT-AL-10004341,2016-06-27,3
MAT-CA-10001118,2016-06-27,3
MAT-AR-10002200,2016-06-27,3
MOB-LI-10004439,2016-06-27,2
TEC-TE-10003902,2016-06-27,2
MAT-GR-10003951,2016-06-27,1
MOB-SI-10004307,2016-06-27,3
TEC-MÁ-10000574,2016-06-27,4
MAT-ET-10001048,2016-06-27,1
MAT-ET-10003314,2016-06-27,3
MAT-ET-10001442,2016-06-27,1
TEC-TE-10000982,2016-06-27,2
MOB-SI-10000823,2016-06-27,4
MAT-SU-10001973,2016-06-27,5
MAT-CA-10004003,2016-06-27,3
MAT-EL-10002194,2016-06-27,6
TEC-TE-10002079,2016-06-27,3
MOB-LI-10004778,2016-06-27,7
MAT-SO-10002438,2016-06-27,10
MOB-SI-10000771,2016-06-27,2
MAT-GR-10004370,2016-06-27,2
MAT-AL-10004000,2016-06-27,6
MAT-AR-10004446,2016-06-27,3
MAT-AL-10002073,2016-06-27,2
TEC-CO-10003746,2016-07-04,7
MOB-LI-10001528,2016-07-04,2
MAT-AL-10003093,2016-07-04,1
TEC-CO-10000724,2016-07-04,6
MOB-SI-10002841,2016-07-04,3
TEC-CO-10002322,2016-07-04,2
MAT-SO-10000441,2016-07-04,5
TEC-TE-10002171,2016-07-04,4
MAT-SO-10000209,2016-07-04,3
MAT-SO-10002576,2016-07-04,2
MAT-CA-10004015,2016-07-04,3
MAT-PA-10000227,2016-07-04,5
MOB-SI-10001417,2016-07-04,2
MAT-CA-10003756,2016-07-04,3
MAT-GR-10003950,2016-07-04,6
MOB-SI-10004976,2016-07-04,3
TEC-TE-10002679,2016-07-04,3
MOB-MO-10004668,2016-07-04,1
MOB-SI-10002369,2016-07-04,2
MAT-CA-10001185,2016-07-04,3
MAT-CA-10004107,2016-07-04,4
MAT-SO-10003264,2016-07-04,3
TEC-TE-10001258,2016-07-04,8
TEC-TE-10001356,2016-07-04,8
MAT-PA-10001943,2016-07-04,10
MOB-LI-10002871,2016-07-04,4
MOB-MO-10001742,2016-07-04,2
MAT-AL-10004063,2016-07-04,4
MAT-SU-10001711,2016-07-04,2
MAT-AL-10001380,2016-07-04,8
MOB-SI-10003958,2016-07-04,3
MAT-SO-10001865,2016-07-04,7
MAT-EL-10002529,2016-07-04,3
TEC-AC-10004950,2016-07-04,5
MOB-LI-10001108,2016-07-04,1
TEC-CO-10001759,2016-07-04,3
MAT-AL-10003427,2016-07-11,11
TEC-CO-10001470,2016-07-11,2
MOB-SI-10000952,2016-07-11,3
MAT-CA-10001682,2016-07-11,2
MAT-AR-10003061,2016-07-11,6
MAT-AL-10000690,2016-07-11,7
MOB-SI-10003958,2016-07-11,5
MAT-GR-10000909,2016-07-11,1
MAT-SU-10001165,2016-07-11,4
MOB-SI-10001918,2016-07-11,2
MAT-AL-10002056,2016-07-11,3
TEC-AC-10003462,2016-07-11,3
MAT-AR-10002616,2016-07-11,6
MOB-SI-10003743,2016-07-11,3
MAT-AL-10004748,2016-07-11,10
MAT-PA-10004606,2016-07-11,4
MAT-ET-10001314,2016-07-11,3
MOB-SI-10003556,2016-07-11,6
MAT-AR-10003352,2016-07-11,2
TEC-TE-10002034,2016-07-11,5
MOB-LI-10003773,2016-07-11,3
MAT-AL-10001876,2016-07-11,7
TEC-AC-10000061,2016-07-18,3
MAT-CA-10004778,2016-07-18,3
MOB-SI-10002564,2016-07-18,3
MAT-AL-10003691,2016-07-18,4
MAT-SO-10003115,2016-07-18,3
MAT-AL-10000564,2016-07-18,4
MAT-ET-10003932,2016-07-18,1
MOB-SI-10003677,2016-07-18,1
MAT-ET-10002036,2016-07-18,2
MAT-AR-10002052,2016-07-18,9
MAT-SO-10004670,2016-07-18,9
TEC-TE-10003591,2016-07-18,7
MOB-SI-10003743,2016-07-18,6
TEC-AC-10001782,2016-07-18,4
MAT-ET-10002124,2016-07-18,2
TEC-CO-10000442,2016-07-18,2
TEC-CO-10000328,2016-07-18,2
MOB-LI-10003442,2016-07-18,4
MOB-LI-10003234,2016-07-18,3
TEC-AC-10000962,2016-07-18,3
MAT-SU-10001448,2016-07-18,4
TEC-AC-10002497,2016-07-18,3
TEC-CO-10002895,2016-07-18,4
TEC-CO-10004272,2016-07-18,4
MAT-ET-10001459,2016-07-18,1
MAT-ET-10004985,2016-07-18,1
MAT-EL-10003451,2016-07-18,5
MAT-SO-10000718,2016-07-18,11
MAT-CA-10000226,2016-07-25,3
MAT-AL-10001001,2016-07-25,2
MAT-AL-10002606,2016-07-25,2
MAT-PA-10000577,2016-07-25,3
MAT-PA-10000591,2016-07-25,4
MAT-SU-10002302,2016-07-25,4
MOB-SI-10001415,2016-07-25,5
MAT-CA-10003500,2016-07-25,3
MAT-EL-10004245,2016-07-25,1
MOB-SI-10002841,2016-07-25,5
MOB-SI-10002108,2016-07-25,4
MAT-EL-10001348,2016-07-25,6
TEC-AC-10002283,2016-07-25,2
MAT-CA-10001605,2016-07-25,3
TEC-AC-10001445,2016-07-25,1
MAT-CA-10000486,2016-07-25,3
TEC-TE-10000665,2016-07-25,5
MAT-CA-10003905,2016-07-25,3
MAT-ET-10004214,2016-07-25,1
MAT-CA-10004778,2016-07-25,4
MOB-SI-10000026,2016-07-25,5
TEC-AC-10000061,2016-07-25,2
MAT-SO-10000133,2016-07-25,7
MOB-SI-10002611,2016-07-25,5
MOB-SI-10004248,2016-07-25,1
MAT-SU-10004209,2016-07-25,2
MAT-SO-10003712,2016-07-25,9
MAT-SU-10003075,2016-07-25,6
MAT-GR-10000610,2016-07-25,7
MAT-CA-10004211,2016-07-25,1
MAT-ET-10003662,2016-07-25,3
MOB-SI-10003000,2016-07-25,5
MAT-AR-10002164,2016-07-25,4
MAT-SU-10003144,2016-07-25,5
MAT-GR-10000751,2016-07-25,5
MAT-AL-10000575,2016-07-25,2
MAT-AR-10003920,2016-07-25,2
MAT-GR-10000400,2016-07-25,1
TEC-CO-10000553,2016-07-25,3
MOB-SI-10000823,2016-07-25,7
MAT-AR-10004786,2016-07-25,4
MAT-SU-10001811,2016-07-25,3
MAT-GR-10002960,2016-07-25,7
MOB-LI-10003781,2016-07-25,3
MAT-EL-10003362,2016-07-25,5
MAT-SU-10001711,2016-07-25,4
TEC-CO-10004502,2016-07-25,6
TEC-CO-10001006,2016-07-25,3
MAT-PA-10004767,2016-07-25,3
MAT-AL-10003382,2016-07-25,3
MOB-LI-10001108,2016-07-25,3
MAT-PA-10004633,2016-07-25,9
TEC-TE-10002856,2016-08-01,8
MOB-MO-10000750,2016-08-01,5
MOB-SI-10004307,2016-08-01,3
MAT-GR-10000273,2016-08-01,2
TEC-MÁ-10000212,2016-08-01,7
MOB-LI-10001876,2016-08-01,2
MAT-CA-10004107,2016-08-01,5
MOB-SI-10003241,2016-08-01,14
TEC-CO-10001732,2016-08-01,3
MAT-ET-10003841,2016-08-01,5
TEC-TE-10001761,2016-08-01,3
MAT-CA-10004040,2016-08-01,3
MOB-LI-10002136,2016-08-01,4
MAT-PA-10004785,2016-08-01,6
MAT-EL-10000927,2016-08-01,7
MAT-PA-10001467,2016-08-01,6
MAT-AL-10001823,2016-08-01,11
TEC-CO-10002730,2016-08-01,2
TEC-CO-10003330,2016-08-01,2
MAT-PA-10004161,2016-08-01,7
MAT-ET-10001843,2016-08-01,3
MAT-GR-10000248,2016-08-01,3
TEC-TE-10000982,2016-08-08,3
TEC-TE-10001255,2016-08-08,3
MOB-LI-10002222,2016-08-08,4
MAT-GR-10002048,2016-08-08,5
MOB-MO-10001048,2016-08-08,2
MAT-GR-10000408,2016-08-08,2
MAT-SU-10002417,2016-08-08,2
MOB-SI-10000823,2016-08-08,5
MAT-CA-10000486,2016-08-08,3
MAT-GR-10003840,2016-08-08,6
MAT-CA-10002327,2016-08-08,4
MAT-AL-10004137,2016-08-08,6
MOB-LI-10004166,2016-08-08,2
MAT-PA-10000419,2016-08-08,7
TEC-TE-10003327,2016-08-08,5
MAT-CA-10001185,2016-08-08,7
TEC-AC-10000079,2016-08-08,4
TEC-CO-10002730,2016-08-08,2
TEC-CO-10003633,2016-08-08,5
MAT-SO-10002438,2016-08-08,2
TEC-AC-10004395,2016-08-15,5
MOB-MO-10003615,2016-08-15,6
MOB-LI-10000384,2016-08-15,3
MAT-SU-10000594,2016-08-15,4
MAT-AL-10001912,2016-08-15,4
MAT-SU-10001837,2016-08-15,1
TEC-CO-10000984,2016-08-15,5
MAT-ET-10003044,2016-08-15,5
MAT-SO-10001382,2016-08-15,2
MAT-PA-10004796,2016-08-15,7
MOB-ME-10002413,2016-08-15,1
TEC-CO-10004044,2016-08-15,9
TEC-AC-10002283,2016-08-15,8
MAT-PA-10002549,2016-08-15,5
MAT-PA-10000577,2016-08-15,7
MOB-LI-10002777,2016-08-22,3
MAT-ET-10002439,2016-08-22,2
MOB-MO-10001922,2016-08-22,5
TEC-TE-10004580,2016-08-22,2
TEC-CO-10004906,2016-08-22,4
TEC-AC-10002094,2016-08-22,6
MAT-PA-10002716,2016-08-22,1
MAT-EL-10004730,2016-08-22,2
MOB-MO-10004210,2016-08-22,3
MAT-SO-10003846,2016-08-22,7
MOB-LI-10000782,2016-08-22,4
MAT-SU-10003623,2016-08-22,4
MAT-SO-10002878,2016-08-22,3
MAT-SO-10000158,2016-08-22,1
MAT-CA-10002100,2016-08-22,7
MAT-PA-10000083,2016-08-22,5
MAT-ET-10001394,2016-08-22,3
TEC-AC-10001680,2016-08-22,8
MAT-CA-10003188,2016-08-22,8
MOB-SI-10003080,2016-08-22,2
MAT-AR-10003773,2016-08-22,8
MAT-PA-10004767,2016-08-22,2
TEC-AC-10000649,2016-08-22,5
MAT-PA-10000990,2016-08-22,3
MAT-GR-10004366,2016-08-22,5
MOB-LI-10003600,2016-08-22,3
MOB-MO-10004653,2016-08-29,4
MAT-ET-10002942,2016-08-29,2
MAT-CA-10004145,2016-08-29,6
MOB-ME-10002413,2016-08-29,6
MAT-SU-10001708,2016-08-29,2
MAT-GR-10001666,2016-08-29,7
TEC-CO-10001066,2016-08-29,3
MAT-SO-10004575,2016-08-29,3
MAT-GR-10000610,2016-08-29,8
MAT-CA-10001682,2016-08-29,1
MAT-SO-10001620,2016-08-29,1
MAT-AR-10003711,2016-08-29,5
TEC-CO-10003675,2016-08-29,1
MAT-SO-10004520,2016-08-29,3
MAT-ET-10000427,2016-08-29,2
TEC-MÁ-10001267,2016-08-29,5
MOB-LI-10004829,2016-08-29,5
MAT-CA-10001628,2016-08-29,4
TEC-TE-10004681,2016-08-29,6
MAT-GR-10000827,2016-08-29,3
MOB-SI-10003761,2016-08-29,1
MAT-SO-10004006,2016-08-29,5
TEC-TE-10000267,2016-08-29,4
TEC-CO-10001899,2016-08-29,6
MAT-AR-10002464,2016-08-29,3
MAT-EL-10000580,2016-08-29,2
MAT-ET-10000903,2016-08-29,7
MAT-GR-10003284,2016-08-29,4
MAT-GR-10003825,2016-08-29,2
TEC-TE-10001721,2016-08-29,7
MOB-SI-10001406,2016-08-29,3
MOB-LI-10001876,2016-08-29,2
TEC-AC-10003121,2016-09-05,2
MOB-SI-10004584,2016-09-05,7
MAT-AR-10000244,2016-09-05,5
TEC-AC-10001246,2016-09-05,2
MAT-SO-10001788,2016-09-05,4
MOB-LI-10003478,2016-09-05,2
MOB-SI-10002563,2016-09-05,2
MAT-SO-10001420,2016-09-05,2
MAT-SO-10001252,2016-09-05,6
TEC-TE-10000236,2016-09-05,5
MAT-SU-10004739,2016-09-05,1
TEC-AC-10002744,2016-09-05,3
MAT-SO-10001188,2016-09-05,3
MOB-SI-10000771,2016-09-05,7
TEC-AC-10001207,2016-09-05,4
MAT-SO-10000871,2016-09-05,3
MOB-SI-10001965,2016-09-05,4
MOB-LI-10000159,2016-09-05,2
MAT-AL-10004341,2016-09-05,2
MAT-SU-10000999,2016-09-05,6
MOB-MO-10003776,2016-09-05,2
MAT-CA-10000405,2016-09-05,5
MAT-SO-10003866,2016-09-05,4
MOB-SI-10003897,2016-09-05,7
MAT-AR-10004782,2016-09-05,5
MOB-LI-10004751,2016-09-05,9
MAT-ET-10001984,2016-09-05,4
MOB-MO-10000856,2016-09-05,5
TEC-CO-10001067,2016-09-05,3
MAT-AR-10004349,2016-09-05,3
MAT-SO-10004226,2016-09-05,2
TEC-TE-10002764,2016-09-05,1
MAT-AL-10003579,2016-09-05,5
TEC-TE-10003807,2016-09-05,1
MAT-PA-10000591,2016-09-05,3
TEC-CO-10003901,2016-09-05,8
MOB-MO-10002504,2016-09-05,2
MOB-LI-10001693,2016-09-05,4
MOB-SI-10000153,2016-09-05,5
MAT-GR-10004390,2016-09-05,5
MAT-SO-10004945,2016-09-05,3
MOB-SI-10000984,2016-09-05,2
MOB-SI-10000952,2016-09-05,3
TEC-TE-10004681,2016-09-05,3
TEC-TE-10002042,2016-09-05,7
MAT-CA-10001118,2016-09-05,2
MAT-EL-10002482,2016-09-05,2
TEC-TE-10002268,2016-09-05,5
MAT-EL-10003031,2016-09-05,3
MOB-LI-10000747,2016-09-05,3
TEC-MÁ-10001938,2016-09-05,2
MAT-AL-10000423,2016-09-05,3
MOB-MO-10003614,2016-09-05,4
MOB-SI-10000485,2016-09-05,2
MAT-SU-10003176,2016-09-05,3
MAT-GR-10001652,2016-09-05,7
MAT-ET-10003414,2016-09-05,4
TEC-TE-10003025,2016-09-05,6
MAT-ET-10004097,2016-09-12,2
MAT-CA-10000917,2016-09-12,3
MAT-SO-10004520,2016-09-12,3
MAT-SU-10000234,2016-09-12,3
MAT-SO-10003285,2016-09-12,10
TEC-TE-10003979,2016-09-12,7
MOB-SI-10002690,2016-09-12,2
MAT-SO-10003386,2016-09-12,1
MOB-SI-10000442,2016-09-12,10
MAT-SU-10001064,2016-09-12,2
TEC-AC-10000107,2016-09-12,5
MAT-SO-10004206,2016-09-12,4
MAT-CA-10002699,2016-09-12,9
MAT-SO-10003921,2016-09-12,5
MOB-LI-10002880,2016-09-12,1
MOB-SI-10003761,2016-09-12,7
MOB-SI-10004158,2016-09-12,3
MAT-CA-10002100,2016-09-12,9
TEC-TE-10003597,2016-09-12,1
TEC-TE-10001255,2016-09-12,8
TEC-CO-10003675,2016-09-12,10
MAT-AL-10001629,2016-09-12,3
MAT-PA-10002738,2016-09-12,6
MOB-MO-10000051,2016-09-12,7
MAT-EL-10003432,2016-09-12,6
MAT-ET-10002439,2016-09-12,4
MOB-SI-10000876,2016-09-12,5
MAT-GR-10003379,2016-09-12,2
MAT-ET-10004985,2016-09-12,7
MAT-CA-10000365,2016-09-12,3
MAT-PA-10002469,2016-09-12,3
TEC-TE-10004601,2016-09-12,6
MAT-SU-10002441,2016-09-12,2
MOB-LI-10004249,2016-09-12,1
MAT-CA-10003571,2016-09-12,2
MAT-PA-10001802,2016-09-12,3
MAT-CA-10000019,2016-09-12,1
MAT-EL-10004154,2016-09-12,2
MAT-PA-10001009,2016-09-12,1
TEC-CO-10002358,2016-09-12,5
TEC-CO-10002593,2016-09-12,9
TEC-TE-10002678,2016-09-12,3
MOB-SI-10000984,2016-09-12,1
TEC-CO-10003619,2016-09-12,3
MOB-ME-10001955,2016-09-12,3
MAT-AL-10002563,2016-09-12,3
MAT-AR-10003293,2016-09-12,3
TEC-CO-10000495,2016-09-12,3
MAT-AR-10003770,2016-09-12,4
MAT-AL-10000810,2016-09-12,2
MAT-SU-10001811,2016-09-12,3
MAT-SO-10001971,2016-09-12,4
MAT-ET-10001693,2016-09-12,5
MAT-CA-10002556,2016-09-12,1
MAT-SU-10004842,2016-09-12,1
MAT-CA-10001363,2016-09-12,3
MAT-SU-10003821,2016-09-12,3
MAT-CA-10002495,2016-09-12,7
MAT-ET-10002880,2016-09-12,4
TEC-TE-10004716,2016-09-12,3
MAT-PA-10003611,2016-09-12,5
MAT-GR-10000334,2016-09-12,5
MAT-SO-10000455,2016-09-12,6
MAT-EL-10001422,2016-09-12,6
TEC-AC-10003462,2016-09-12,16
MAT-ET-10001340,2016-09-12,4
MAT-PA-10004776,2016-09-12,4
TEC-AC-10004574,2016-09-12,4
MOB-ME-10003239,2016-09-12,2
MAT-AL-10003968,2016-09-12,2
MAT-CA-10003624,2016-09-12,2
MAT-ET-10002269,2016-09-12,5
MOB-MO-10003614,2016-09-12,3
MAT-AL-10000690,2016-09-12,3
MAT-GR-10000680,2016-09-12,2
MOB-MO-10000406,2016-09-19,3
MOB-LI-10002714,2016-09-19,5
TEC-TE-10004798,2016-09-19,9
TEC-TE-10003464,2016-09-19,4
MAT-CA-10001534,2016-09-19,2
MAT-ET-10000191,2016-09-19,5
TEC-CO-10003950,2016-09-19,3
MOB-LI-10001625,2016-09-19,2
MAT-SO-10001166,2016-09-19,3
MAT-ET-10000025,2016-09-19,6
MAT-AL-10002762,2016-09-19,2
TEC-CO-10002970,2016-09-19,2
MAT-CA-10004470,2016-09-19,2
MAT-AR-10001636,2016-09-19,2
MAT-PA-10001744,2016-09-19,8
MAT-SO-10003264,2016-09-19,2
MOB-SI-10004718,2016-09-19,2
MAT-EL-10003638,2016-09-19,2
MAT-PA-10002433,2016-09-19,3
MAT-AL-10003427,2016-09-19,2
MAT-PA-10002682,2016-09-19,1
MOB-SI-10004799,2016-09-19,1
MOB-MO-10004742,2016-09-19,3
TEC-AC-10000370,2016-09-19,2
MAT-SO-10002231,2016-09-19,3
MAT-PA-10004270,2016-09-19,6
TEC-AC-10003946,2016-09-19,3
MAT-SU-10000604,2016-09-19,4
TEC-CO-10004234,2016-09-19,8
MOB-MO-10004338,2016-09-19,2
MAT-SU-10003430,2016-09-19,3
MAT-CA-10003131,2016-09-19,4
MOB-LI-10002041,2016-09-19,4
MAT-AR-10003750,2016-09-19,5
TEC-MÁ-10001560,2016-09-19,2
MAT-GR-10002715,2016-09-19,2
TEC-TE-10001761,2016-09-19,4
MAT-CA-10001866,2016-09-19,1
MOB-SI-10000776,2016-09-19,3
MOB-LI-10002379,2016-09-19,3
MAT-AL-10002073,2016-09-19,2
MAT-GR-10002630,2016-09-19,5
MOB-SI-10000713,2016-09-26,3
MOB-SI-10004970,2016-09-26,1
MOB-MO-10000139,2016-09-26,6
MAT-AR-10004509,2016-09-26,4
TEC-AC-10001202,2016-09-26,5
MAT-ET-10003059,2016-09-26,2
MOB-ME-10003808,2016-09-26,5
TEC-AC-10001452,2016-09-26,5
TEC-TE-10003165,2016-09-26,7
MAT-SU-10004354,2016-09-26,1
MAT-ET-10003182,2016-09-26,7
MAT-SU-10001329,2016-09-26,5
MAT-CA-10003571,2016-09-26,3
MAT-SU-10001328,2016-09-26,3
MOB-SI-10002518,2016-09-26,4
MOB-MO-10000463,2016-09-26,3
MOB-SI-10001844,2016-09-26,3
MOB-SI-10002788,2016-09-26,3
MAT-SU-10003943,2016-09-26,2
MOB-SI-10001833,2016-09-26,5
MAT-SU-10002876,2016-09-26,5
MOB-MO-10004937,2016-09-26,2
MOB-SI-10003747,2016-09-26,5
MOB-SI-10001733,2016-09-26,4
MOB-SI-10001724,2016-09-26,3
MAT-SO-10003770,2016-09-26,3
MAT-SU-10003430,2016-09-26,2
MOB-MO-10004742,2016-09-26,9
MAT-AR-10004121,2016-09-26,6
MAT-CA-10004364,2016-09-26,1
MAT-GR-10000791,2016-09-26,7
MAT-SU-10003176,2016-09-26,3
MAT-AL-10004341,2016-09-26,1
TEC-TE-10002134,2016-09-26,3
MOB-MO-10001585,2016-09-26,3
TEC-TE-10000211,2016-09-26,4
TEC-TE-10000109,2016-09-26,1
TEC-MÁ-10002819,2016-09-26,5
MAT-GR-10002450,2016-09-26,3
MOB-LI-10004439,2016-09-26,4
MAT-GR-10002774,2016-09-26,9
TEC-MÁ-10000421,2016-09-26,14
MOB-LI-10001529,2016-09-26,3
MAT-PA-10000255,2016-09-26,2
MAT-AL-10003016,2016-09-26,2
MAT-AL-10003093,2016-09-26,3
MAT-PA-10001122,2016-09-26,1
MOB-MO-10002135,2016-09-26,9
MOB-MO-10002713,2016-09-26,2
MAT-PA-10002410,2016-09-26,8
TEC-CO-10000800,2016-09-26,8
MAT-AL-10003714,2016-09-26,1
MOB-MO-10003984,2016-09-26,5
MAT-PA-10003841,2016-09-26,8
TEC-AC-10004281,2016-09-26,3
MOB-MO-10003614,2016-10-03,7
MAT-GR-10000334,2016-10-03,3
MAT-SU-10003406,2016-10-03,3
TEC-AC-10000748,2016-10-03,6
MAT-SU-10002064,2016-10-03,4
MAT-SU-10002185,2016-10-03,7
MAT-SU-10002844,2016-10-03,2
MAT-SO-10003264,2016-10-03,3
TEC-TE-10002034,2016-10-03,2
MOB-MO-10000300,2016-10-03,1
MOB-SI-10000533,2016-10-03,2
MAT-SU-10003128,2016-10-03,5
TEC-TE-10001258,2016-10-03,3
MOB-MO-10001048,2016-10-03,4
TEC-AC-10004607,2016-10-03,2
TEC-MÁ-10002782,2016-10-03,2
MOB-LI-10003233,2016-10-03,4
TEC-CO-10001037,2016-10-03,5
TEC-CO-10001712,2016-10-03,1
MAT-PA-10001188,2016-10-03,5
MAT-PA-10002716,2016-10-03,3
MAT-PA-10000222,2016-10-03,3
MOB-SI-10003080,2016-10-03,3
MAT-SO-10004758,2016-10-03,2
TEC-CO-10003619,2016-10-03,4
TEC-AC-10001628,2016-10-03,7
TEC-TE-10002351,2016-10-03,6
TEC-CO-10004259,2016-10-03,3
TEC-CO-10004640,2016-10-03,1
MAT-SO-10002878,2016-10-03,5
MAT-PA-10003811,2016-10-03,1
MOB-SI-10001918,2016-10-03,2
MAT-SU-10001457,2016-10-03,5
TEC-MÁ-10002167,2016-10-03,4
MOB-ME-10003424,2016-10-03,3
MAT-SO-10004254,2016-10-03,3
MAT-EL-10004664,2016-10-03,1
MAT-AR-10000788,2016-10-03,3
MAT-AR-10001135,2016-10-03,2
MAT-ET-10002059,2016-10-03,5
MAT-AR-10004706,2016-10-03,10
MAT-AL-10000561,2016-10-03,2
MAT-CA-10001634,2016-10-03,4
MAT-AR-10004686,2016-10-03,9
MAT-ET-10000988,2016-10-03,1
MAT-CA-10004003,2016-10-03,2
MAT-EL-10000793,2016-10-03,3
MAT-AL-10002056,2016-10-03,3
MAT-CA-10003787,2016-10-03,7
MAT-CA-10003756,2016-10-03,19
MAT-AL-10001973,2016-10-03,5
MAT-AL-10001851,2016-10-03,3
MAT-ET-10000025,2016-10-03,3
MAT-AR-10002477,2016-10-03,3
MAT-CA-10003118,2016-10-03,2
MAT-AR-10003750,2016-10-03,5
MAT-CA-10002885,2016-10-03,2
MAT-EL-10003031,2016-10-03,3
MAT-ET-10001191,2016-10-03,5
MAT-AR-10003109,2016-10-03,4
MAT-AL-10004986,2016-10-03,5
MAT-AL-10003093,2016-10-03,2
MAT-AL-10000128,2016-10-03,3
MAT-AL-10002520,2016-10-03,3
MAT-AR-10000611,2016-10-03,1
MAT-SU-10002185,2016-10-10,7
MAT-ET-10000840,2016-10-10,9
MOB-SI-10000131,2016-10-10,1
MAT-AL-10001912,2016-10-10,3
MOB-MO-10002325,2016-10-10,3
MOB-SI-10002977,2016-10-10,9
